Date,Warehouse_ID,Product_ID,Product_Name,Category,Brand,Stock_Level,Sales,Reorder_Level
2025-02-18,W002,P001,Tata Salt 1kg,Grocery,Tata,116,4,30
2025-02-18,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,91,37,25
2025-02-18,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,261,5,40
2025-02-18,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,152,4,20
2025-02-18,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,199,27,30
2025-02-18,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,54,39,40
2025-02-18,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,126,29,30
2025-02-18,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,195,7,35
2025-02-18,W003,P001,Tata Salt 1kg,Grocery,Tata,221,22,30
2025-02-18,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,271,25,25
2025-02-18,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,176,24,40
2025-02-18,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,84,19,20
2025-02-18,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,156,18,30
2025-02-18,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,143,51,40
2025-02-18,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,127,10,30
2025-02-18,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,103,15,35
2025-02-19,W001,P001,Tata Salt 1kg,Grocery,Tata,97,4,30
2025-02-19,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,168,17,25
2025-02-19,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,212,9,40
2025-02-19,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,206,7,20
2025-02-19,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,183,18,30
2025-02-19,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,127,29,40
2025-02-19,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,198,64,30
2025-02-19,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,280,4,35
2025-02-19,W002,P001,Tata Salt 1kg,Grocery,Tata,108,9,30
2025-02-19,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,98,26,25
2025-02-19,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,125,9,40
2025-02-19,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,173,15,20
2025-02-19,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,109,22,30
2025-02-19,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,284,9,40
2025-02-19,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,248,18,30
2025-02-19,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,174,5,35
2025-02-19,W003,P001,Tata Salt 1kg,Grocery,Tata,288,11,30
2025-02-19,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,63,20,25
2025-02-19,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,209,4,40
2025-02-19,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,97,21,20
2025-02-19,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,257,17,30
2025-02-19,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,85,22,40
2025-02-19,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,134,19,30
2025-02-19,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,156,29,35
2025-02-20,W001,P001,Tata Salt 1kg,Grocery,Tata,208,18,30
2025-02-20,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,137,13,25
2025-02-20,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,236,18,40
2025-02-20,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,142,22,20
2025-02-20,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,183,18,30
2025-02-20,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,67,18,40
2025-02-20,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,149,10,30
2025-02-20,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,247,11,35
2025-02-20,W002,P001,Tata Salt 1kg,Grocery,Tata,134,4,30
2025-02-20,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,160,33,25
2025-02-20,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,260,6,40
2025-02-20,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,117,11,20
2025-02-20,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,174,10,30
2025-02-20,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,150,25,40
2025-02-20,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,105,15,30
2025-02-20,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,155,28,35
2025-02-20,W003,P001,Tata Salt 1kg,Grocery,Tata,188,37,30
2025-02-20,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,112,19,25
2025-02-20,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,187,9,40
2025-02-20,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,94,36,20
2025-02-20,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,202,7,30
2025-02-20,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,203,51,40
2025-02-20,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,171,23,30
2025-02-20,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,209,21,35
2025-02-21,W001,P001,Tata Salt 1kg,Grocery,Tata,278,16,30
2025-02-21,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,251,5,25
2025-02-21,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,103,18,40
2025-02-21,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,118,16,20
2025-02-21,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,227,26,30
2025-02-21,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,130,81,40
2025-02-21,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,193,61,30
2025-02-21,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,137,-13,35
2025-02-21,W002,P001,Tata Salt 1kg,Grocery,Tata,218,17,30
2025-02-21,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,221,40,25
2025-02-21,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,167,9,40
2025-02-21,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,103,32,20
2025-02-21,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,259,32,30
2025-02-21,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,69,12,40
2025-02-21,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,273,22,30
2025-02-21,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,200,32,35
2025-02-21,W003,P001,Tata Salt 1kg,Grocery,Tata,93,14,30
2025-02-21,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,135,15,25
2025-02-21,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,134,12,40
2025-02-21,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,238,8,20
2025-02-21,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,264,11,30
2025-02-21,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,293,6,40
2025-02-21,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,231,18,30
2025-02-21,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,76,10,35
2025-02-22,W001,P001,Tata Salt 1kg,Grocery,Tata,127,19,30
2025-02-22,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,222,46,25
2025-02-22,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,268,20,40
2025-02-22,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,111,25,20
2025-02-22,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,197,4,30
2025-02-22,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,189,20,40
2025-02-22,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,220,28,30
2025-02-22,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,98,6,35
2025-02-22,W002,P001,Tata Salt 1kg,Grocery,Tata,233,32,30
2025-02-22,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,105,21,25
2025-02-22,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,237,10,40
2025-02-22,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,253,17,20
2025-02-22,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,142,22,30
2025-02-22,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,180,18,40
2025-02-22,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,220,22,30
2025-02-22,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,89,9,35
2025-02-22,W003,P001,Tata Salt 1kg,Grocery,Tata,92,18,30
2025-02-22,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,152,4,25
2025-02-22,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,102,16,40
2025-02-22,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,175,9,20
2025-02-22,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,187,10,30
2025-02-22,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,98,28,40
2025-02-22,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,214,27,30
2025-02-22,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,43,51,35
2025-02-23,W001,P001,Tata Salt 1kg,Grocery,Tata,270,8,30
2025-02-23,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,191,14,25
2025-02-23,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,85,28,40
2025-02-23,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,165,18,20
2025-02-23,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,17,64,30
2025-02-23,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,63,20,40
2025-02-23,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,197,18,30
2025-02-23,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,226,14,35
2025-02-23,W002,P001,Tata Salt 1kg,Grocery,Tata,150,18,30
2025-02-23,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,192,16,25
2025-02-23,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,216,74,40
2025-02-23,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,240,26,20
2025-02-23,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,181,10,30
2025-02-23,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,162,5,40
2025-02-23,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,268,4,30
2025-02-23,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,265,22,35
2025-02-23,W003,P001,Tata Salt 1kg,Grocery,Tata,259,7,30
2025-02-23,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,81,4,25
2025-02-23,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,153,20,40
2025-02-23,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,137,39,20
2025-02-23,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,199,17,30
2025-02-23,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,67,25,40
2025-02-23,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,44,41,30
2025-02-23,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,160,17,35
2025-02-24,W001,P001,Tata Salt 1kg,Grocery,Tata,233,26,30
2025-02-24,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,193,48,25
2025-02-24,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,230,19,40
2025-02-24,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,239,20,20
2025-02-24,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,95,11,30
2025-02-24,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,126,26,40
2025-02-24,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,114,16,30
2025-02-24,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,282,10,35
2025-02-24,W002,P001,Tata Salt 1kg,Grocery,Tata,238,22,30
2025-02-24,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,211,9,25
2025-02-24,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,197,6,40
2025-02-24,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,91,17,20
2025-02-24,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,91,27,30
2025-02-24,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,78,21,40
2025-02-24,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,128,17,30
2025-02-24,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,130,25,35
2025-02-24,W003,P001,Tata Salt 1kg,Grocery,Tata,259,29,30
2025-02-24,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,132,22,25
2025-02-24,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,171,18,40
2025-02-24,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,283,-9,20
2025-02-24,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,241,8,30
2025-02-24,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,178,14,40
2025-02-24,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,256,11,30
2025-02-24,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,110,16,35
2025-02-25,W001,P001,Tata Salt 1kg,Grocery,Tata,178,18,30
2025-02-25,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,275,22,25
2025-02-25,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,267,17,40
2025-02-25,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,244,21,20
2025-02-25,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,102,18,30
2025-02-25,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,199,4,40
2025-02-25,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,117,9,30
2025-02-25,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,179,57,35
2025-02-25,W002,P001,Tata Salt 1kg,Grocery,Tata,260,6,30
2025-02-25,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,182,22,25
2025-02-25,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,60,31,40
2025-02-25,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,55,28,20
2025-02-25,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,261,15,30
2025-02-25,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,107,30,40
2025-02-25,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,148,18,30
2025-02-25,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,224,14,35
2025-02-25,W003,P001,Tata Salt 1kg,Grocery,Tata,132,11,30
2025-02-25,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,230,14,25
2025-02-25,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,208,14,40
2025-02-25,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,64,18,20
2025-02-25,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,279,18,30
2025-02-25,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,104,18,40
2025-02-25,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,120,21,30
2025-02-25,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,182,27,35
2025-02-26,W001,P001,Tata Salt 1kg,Grocery,Tata,157,26,30
2025-02-26,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,189,4,25
2025-02-26,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,295,4,40
2025-02-26,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,203,4,20
2025-02-26,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,155,30,30
2025-02-26,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,267,15,40
2025-02-26,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,150,7,30
2025-02-26,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,243,4,35
2025-02-26,W002,P001,Tata Salt 1kg,Grocery,Tata,151,22,30
2025-02-26,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,272,24,25
2025-02-26,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,226,12,40
2025-02-26,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,169,4,20
2025-02-26,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,283,-9,30
2025-02-26,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,272,20,40
2025-02-26,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,216,4,30
2025-02-26,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,73,18,35
2025-02-26,W003,P001,Tata Salt 1kg,Grocery,Tata,273,17,30
2025-02-26,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,85,22,25
2025-02-26,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,92,18,40
2025-02-26,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,188,9,20
2025-02-26,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,139,27,30
2025-02-26,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,226,16,40
2025-02-26,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,260,17,30
2025-02-26,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,221,9,35
2025-02-27,W001,P001,Tata Salt 1kg,Grocery,Tata,151,56,30
2025-02-27,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,181,9,25
2025-02-27,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,194,16,40
2025-02-27,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,224,33,20
2025-02-27,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,107,5,30
2025-02-27,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,231,4,40
2025-02-27,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,148,30,30
2025-02-27,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,242,15,35
2025-02-27,W002,P001,Tata Salt 1kg,Grocery,Tata,156,11,30
2025-02-27,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,87,27,25
2025-02-27,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,260,11,40
2025-02-27,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,186,34,20
2025-02-27,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,198,23,30
2025-02-27,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,226,13,40
2025-02-27,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,216,36,30
2025-02-27,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,114,11,35
2025-02-27,W003,P001,Tata Salt 1kg,Grocery,Tata,138,24,30
2025-02-27,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,204,19,25
2025-02-27,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,221,29,40
2025-02-27,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,264,31,20
2025-02-27,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,170,18,30
2025-02-27,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,76,10,40
2025-02-27,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,73,21,30
2025-02-27,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,110,11,35
2025-02-28,W001,P001,Tata Salt 1kg,Grocery,Tata,81,36,30
2025-02-28,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,137,18,25
2025-02-28,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,157,14,40
2025-02-28,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,234,18,20
2025-02-28,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,265,5,30
2025-02-28,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,201,9,40
2025-02-28,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,125,28,30
2025-02-28,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,166,11,35
2025-02-28,W002,P001,Tata Salt 1kg,Grocery,Tata,247,8,30
2025-02-28,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,61,22,25
2025-02-28,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,252,27,40
2025-02-28,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,113,24,20
2025-02-28,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,219,26,30
2025-02-28,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,259,10,40
2025-02-28,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,125,4,30
2025-02-28,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,223,31,35
2025-02-28,W003,P001,Tata Salt 1kg,Grocery,Tata,254,14,30
2025-02-28,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,174,15,25
2025-02-28,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,92,29,40
2025-02-28,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,142,22,20
2025-02-28,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,69,21,30
2025-02-28,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,57,36,40
2025-02-28,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,284,11,30
2025-02-28,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,200,26,35
2025-03-01,W001,P001,Tata Salt 1kg,Grocery,Tata,235,26,30
2025-03-01,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,99,28,25
2025-03-01,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,75,45,40
2025-03-01,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,71,32,20
2025-03-01,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,217,32,30
2025-03-01,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,96,39,40
2025-03-01,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,181,20,30
2025-03-01,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,191,55,35
2025-03-01,W002,P001,Tata Salt 1kg,Grocery,Tata,130,11,30
2025-03-01,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,233,6,25
2025-03-01,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,110,52,40
2025-03-01,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,99,10,20
2025-03-01,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,94,58,30
2025-03-01,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,153,22,40
2025-03-01,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,127,77,30
2025-03-01,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,126,36,35
2025-03-01,W003,P001,Tata Salt 1kg,Grocery,Tata,86,36,30
2025-03-01,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,176,40,25
2025-03-01,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,218,23,40
2025-03-01,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,160,28,20
2025-03-01,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,270,22,30
2025-03-01,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,232,46,40
2025-03-01,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,67,31,30
2025-03-01,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,162,35,35
2025-03-02,W001,P001,Tata Salt 1kg,Grocery,Tata,65,33,30
2025-03-02,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,182,40,25
2025-03-02,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,119,27,40
2025-03-02,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,187,-4,20
2025-03-02,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,144,72,30
2025-03-02,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,257,16,40
2025-03-02,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,279,18,30
2025-03-02,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,75,32,35
2025-03-02,W002,P001,Tata Salt 1kg,Grocery,Tata,194,41,30
2025-03-02,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,166,26,25
2025-03-02,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,58,29,40
2025-03-02,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,66,48,20
2025-03-02,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,269,28,30
2025-03-02,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,57,59,40
2025-03-02,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,251,32,30
2025-03-02,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,76,6,35
2025-03-02,W003,P001,Tata Salt 1kg,Grocery,Tata,38,73,30
2025-03-02,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,188,29,25
2025-03-02,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,92,41,40
2025-03-02,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,135,33,20
2025-03-02,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,274,23,30
2025-03-02,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,127,9,40
2025-03-02,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,87,22,30
2025-03-02,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,284,14,35
2025-03-03,W001,P001,Tata Salt 1kg,Grocery,Tata,202,18,30
2025-03-03,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,122,32,25
2025-03-03,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,84,46,40
2025-03-03,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,135,29,20
2025-03-03,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,130,10,30
2025-03-03,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,98,31,40
